"sedikit","standar","sering","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r169"
"sedikit","standar","sering","rendah","standar","sedang","cukup","banyak","conflict (h06)","r170"
"sedikit","standar","sering","rendah","standar","sedang","sering","sedikit","conflict (h06)","r171"
"sedikit","standar","sering","rendah","standar","sedang","sering","lumayan","conflict (h06)","r172"
"sedikit","standar","sering","rendah","standar","sedang","sering","banyak","conflict (h06)","r173"
"sedikit","standar","sering","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r174"
"sedikit","standar","sering","sedang","standar","sedang","cukup","banyak","conflict (h06)","r175"
"sedikit","standar","sering","sedang","standar","sedang","sering","lumayan","conflict (h06)","r176"
"sedikit","standar","sering","sedang","standar","sedang","sering","banyak","conflict (h06)","r177"
"sedikit","standar","sering","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r178"
"sedikit","standar","sering","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r179"
"sedikit","standar","sering","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r180"
"sedikit","standar","sering","tinggi","standar","sedang","sering","banyak","conflict (h06)","r181"
"lumayan","standar","jarang","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r182"
"lumayan","standar","jarang","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r183"
"lumayan","standar","jarang","rendah","standar","sedang","cukup","banyak","conflict (h06)","r184"
"lumayan","standar","jarang","rendah","standar","sedang","sering","sedikit","conflict (h06)","r185"
"lumayan","standar","jarang","rendah","standar","sedang","sering","lumayan","conflict (h06)","r186"
"lumayan","standar","jarang","rendah","standar","sedang","sering","banyak","conflict (h06)","r187"
"lumayan","standar","jarang","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r188"
"lumayan","standar","jarang","sedang","standar","sedang","cukup","banyak","conflict (h06)","r189"
"lumayan","standar","jarang","sedang","standar","sedang","sering","lumayan","conflict (h06)","r190"
"lumayan","standar","jarang","sedang","standar","sedang","sering","banyak","conflict (h06)","r191"
"lumayan","standar","jarang","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r192"
"lumayan","standar","jarang","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r193"
"lumayan","standar","jarang","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r194"
"lumayan","standar","jarang","tinggi","standar","sedang","sering","banyak","conflict (h06)","r195"
"lumayan","standar","cukup","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r196"
"lumayan","standar","cukup","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r197"
"lumayan","standar","cukup","rendah","standar","sedang","cukup","banyak","conflict (h06)","r198"
"lumayan","standar","cukup","rendah","standar","sedang","sering","sedikit","conflict (h06)","r199"
"lumayan","standar","cukup","rendah","standar","sedang","sering","lumayan","conflict (h06)","r200"
"lumayan","standar","cukup","rendah","standar","sedang","sering","banyak","conflict (h06)","r201"
"lumayan","standar","cukup","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r202"
"lumayan","standar","cukup","sedang","standar","sedang","cukup","banyak","conflict (h06)","r203"
"lumayan","standar","cukup","sedang","standar","sedang","sering","lumayan","conflict (h06)","r204"
"lumayan","standar","cukup","sedang","standar","sedang","sering","banyak","conflict (h06)","r205"
"lumayan","standar","cukup","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r206"
"lumayan","standar","cukup","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r207"
"lumayan","standar","cukup","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r208"
"lumayan","standar","cukup","tinggi","standar","sedang","sering","banyak","conflict (h06)","r209"
"lumayan","standar","sering","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r210"
"lumayan","standar","sering","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r211"
"lumayan","standar","sering","rendah","standar","sedang","cukup","banyak","conflict (h06)","r212"
"lumayan","standar","sering","rendah","standar","sedang","sering","sedikit","conflict (h06)","r213"
"lumayan","standar","sering","rendah","standar","sedang","sering","lumayan","conflict (h06)","r214"
"lumayan","standar","sering","rendah","standar","sedang","sering","banyak","conflict (h06)","r215"
"lumayan","standar","sering","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r216"
"lumayan","standar","sering","sedang","standar","sedang","cukup","banyak","conflict (h06)","r217"
"lumayan","standar","sering","sedang","standar","sedang","sering","lumayan","conflict (h06)","r218"
"lumayan","standar","sering","sedang","standar","sedang","sering","banyak","conflict (h06)","r219"
"lumayan","standar","sering","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r220"
"lumayan","standar","sering","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r221"
"lumayan","standar","sering","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r222"
"lumayan","standar","sering","tinggi","standar","sedang","sering","banyak","conflict (h06)","r223"
"banyak","standar","jarang","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r224"
"banyak","standar","jarang","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r225"
"banyak","standar","jarang","rendah","standar","sedang","cukup","banyak","conflict (h06)","r226"
"banyak","standar","jarang","rendah","standar","sedang","sering","sedikit","conflict (h06)","r227"
"banyak","standar","jarang","rendah","standar","sedang","sering","lumayan","conflict (h06)","r228"
"banyak","standar","jarang","rendah","standar","sedang","sering","banyak","conflict (h06)","r229"
"banyak","standar","jarang","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r230"
"banyak","standar","jarang","sedang","standar","sedang","cukup","banyak","conflict (h06)","r231"
"banyak","standar","jarang","sedang","standar","sedang","sering","lumayan","conflict (h06)","r232"
"banyak","standar","jarang","sedang","standar","sedang","sering","banyak","conflict (h06)","r233"
"banyak","standar","jarang","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r234"
"banyak","standar","jarang","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r235"
"banyak","standar","jarang","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r236"
"banyak","standar","jarang","tinggi","standar","sedang","sering","banyak","conflict (h06)","r237"
"banyak","standar","cukup","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r238"
"banyak","standar","cukup","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r239"
"banyak","standar","cukup","rendah","standar","sedang","cukup","banyak","conflict (h06)","r240"
"banyak","standar","cukup","rendah","standar","sedang","sering","sedikit","conflict (h06)","r241"
"banyak","standar","cukup","rendah","standar","sedang","sering","lumayan","conflict (h06)","r242"
"banyak","standar","cukup","rendah","standar","sedang","sering","banyak","conflict (h06)","r243"
"banyak","standar","cukup","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r244"
"banyak","standar","cukup","sedang","standar","sedang","cukup","banyak","conflict (h06)","r245"
"banyak","standar","cukup","sedang","standar","sedang","sering","lumayan","conflict (h06)","r246"
"banyak","standar","cukup","sedang","standar","sedang","sering","banyak","conflict (h06)","r247"
"banyak","standar","cukup","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r248"
"banyak","standar","cukup","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r249"
"banyak","standar","cukup","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r250"
"banyak","standar","cukup","tinggi","standar","sedang","sering","banyak","conflict (h06)","r251"
"banyak","standar","sering","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r252"
"banyak","standar","sering","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r253"
"banyak","standar","sering","rendah","standar","sedang","cukup","banyak","conflict (h06)","r254"
"banyak","standar","sering","rendah","standar","sedang","sering","sedikit","conflict (h06)","r255"
"banyak","standar","sering","rendah","standar","sedang","sering","lumayan","conflict (h06)","r256"
"banyak","standar","sering","rendah","standar","sedang","sering","banyak","conflict (h06)","r257"
"banyak","standar","sering","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r258"
"banyak","standar","sering","sedang","standar","sedang","cukup","banyak","conflict (h06)","r259"
"banyak","standar","sering","sedang","standar","sedang","sering","lumayan","conflict (h06)","r260"
"banyak","standar","sering","sedang","standar","sedang","sering","banyak","conflict (h06)","r261"
"banyak","standar","sering","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r262"
"banyak","standar","sering","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r263"
"banyak","standar","sering","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r264"
"banyak","standar","sering","tinggi","standar","sedang","sering","banyak","conflict (h06)","r265"
